ds,ProductoID,ProductoNombre,yhat,yhat_lower,yhat_upper
<<<<<<< HEAD
2024-07-07,P31,Muslo Especial,5.076236291754365,3.9270114649874563,6.164664498767494
2024-11-26,P31,Muslo Especial,3.0568244382560814,1.8829998220454767,4.125127682204039
2024-11-27,P31,Muslo Especial,2.939119723472681,1.8631408409679384,4.0611665994089385
2024-11-28,P31,Muslo Especial,2.9669358264544794,1.8769657690874735,4.085164446253611
2024-11-29,P31,Muslo Especial,2.8677312174591085,1.71742680349592,4.054607304459682
2024-11-30,P31,Muslo Especial,3.1208974491418107,1.8908090808376545,4.284373466716155
2024-12-01,P31,Muslo Especial,3.076763673572106,1.9647917148026424,4.1965207598901495
2024-12-02,P31,Muslo Especial,2.924782108007445,1.7840848800888622,3.9859108767510927
2024-12-03,P31,Muslo Especial,2.961611456438004,1.7996192255093166,4.069143030423325
2024-12-04,P31,Muslo Especial,2.843906741654257,1.6506798765461963,3.9423366942490614
2024-12-05,P31,Muslo Especial,2.871722844636463,1.744645580243011,4.031421647230902
2024-12-06,P31,Muslo Especial,2.7725182356408418,1.6686713756542522,3.8930534226629323
2024-12-07,P31,Muslo Especial,3.0256844673236367,1.887510235002841,4.153085121591552
2024-12-08,P31,Muslo Especial,2.984291868433736,1.8535758540315856,4.073615755403678
2024-12-09,P31,Muslo Especial,2.8350514795492314,1.76339271027941,4.021536896502406
2024-12-10,P31,Muslo Especial,2.8746220046594524,1.7527982153079975,4.026914343596407
2024-12-11,P31,Muslo Especial,2.759658466555529,1.5936283068962787,3.9384543344052796
2024-12-12,P31,Muslo Especial,2.7902157462174784,1.6459650147740432,3.8702352084438902
2024-12-13,P31,Muslo Especial,2.693752313901281,1.5107182685723421,3.8249455876585117
2024-12-14,P31,Muslo Especial,2.9496597222643555,1.8439863960959697,4.155310097623639
2024-12-15,P31,Muslo Especial,2.908267123374958,1.7209849423175811,4.047897497215135
2024-12-16,P31,Muslo Especial,2.7590267344893147,1.5832845961183737,3.753746982781857
2024-12-17,P31,Muslo Especial,2.7985972595999242,1.5903266646541987,3.953167953076578
2024-12-18,P31,Muslo Especial,2.6836337214961614,1.4407941598006737,3.825668524288885
2024-12-19,P31,Muslo Especial,2.716782765585054,1.6133231937385497,3.905633148217705
2024-12-20,P31,Muslo Especial,2.622911097695662,1.4718960907712453,3.7089687019968958
2024-12-21,P31,Muslo Especial,2.8814102704857074,1.766662195471035,4.13431372164644
2024-12-22,P31,Muslo Especial,2.8426094360232126,1.6844376238696293,3.982722243885446
2024-12-23,P31,Muslo Especial,2.6959608115646976,1.569344934663826,3.910363238988838
2024-12-24,P31,Muslo Especial,2.738123101101861,1.4936018859587779,3.9048637125865358
2024-12-25,P31,Muslo Especial,2.625751327424937,1.5281879740111282,3.75134733414222
2024-12-26,P31,Muslo Especial,2.6589003715137993,1.506999128299935,3.8250497908194374
2024-12-27,P31,Muslo Especial,2.565028703624931,1.4126255018580396,3.699000491832795
2024-12-28,P31,Muslo Especial,2.823527876414973,1.7030967124998428,4.051150135820191
